sma,intens,intens_err,ellipticity,ellipticity_err,pa,pa_err,grad,grad_error,grad_rerror,x0,x0_err,y0,y0_err,ndata,nflag,niter,stop_code
0.0,3595.612548828125,0.0,0.0,0.0,0.0,0.0,0.0,None,None,344,0.0,240,0.0,1,0,0,0
0.5153723524097881,3476.5797459509117,74.30604008452661,0.34977059835234375,0.0,22.05079106870529,0.0,-221.73762932021864,2140.8683759714168,9.65496195902644,344,0.0,240,0.0,13,0,30,0
0.5669095876507669,3466.169896051232,81.4543134811573,0.36045787844664073,0.0,23.330654646063323,0.0,-217.66696464418638,2133.1633741604296,9.800124596984423,344,0.0,240,0.0,13,0,30,0
0.6236005464158436,3455.304653679149,89.14449247971619,0.3732522044855559,0.17276344598809137,24.540286613250835,16.749634056934084,-212.72315023364672,2121.983512605686,9.975329484708096,344,0.08106638492765016,240,0.06152300551896844,13,0,30,0
0.685960601057428,3444.040733397897,97.39499395516249,0.3881211488478901,0.0,25.677460675913203,0.0,-206.88911306525682,2107.2400703443277,10.185359872849682,344,0.0,240,0.0,13,0,30,0
0.7545566611631708,3432.455301428784,106.21895049192393,0.4050184692257146,0.0,26.740567301353256,0.0,-200.1480792712194,2088.818639224483,10.436366148655058,344,0.0,240,0.0,13,0,30,0
0.8300123272794878,3420.65094766654,115.62201816717696,0.42389014194748903,0.0,27.728783425038692,0.0,-192.4831796915541,2066.5738449676674,10.73638667170431,344,0.0,240,0.0,13,0,30,0
0.9130135600074366,3408.760244308389,125.59971863680714,0.4446732618198113,0.0,28.641400843528853,0.0,-183.87950868926714,2040.32655524356,11.09599742672497,344,0.0,240,0.0,13,0,30,0
1.0043149160081803,3396.9507355787237,136.1341354639295,0.46729681145064633,0.0,29.47744624223412,0.0,-174.3265518697173,2009.8614955597227,11.529290713337748,344,0.0,240,0.0,13,0,30,0
1.1047464076089983,3385.4081971325973,147.14643054042764,0.49198437498525255,0.0,30.179049173371382,0.0,-210.73150187680406,1957.6320686482225,9.28969827108562,344,0.0,240,0.0,13,0,30,0
1.2152210483698982,3362.218810794506,160.03985005080935,0.4879372891865111,0.0,31.578793459816836,0.0,-211.46374678644742,1934.3852793101457,9.147597679065239,344,0.0,240,0.0,13,0,30,0
1.336743153206888,3337.2193240431247,173.57332077826572,0.4856167428736197,0.0,32.90442785676386,0.0,-252.09533222888484,1897.7059000924946,7.527731209118585,344,0.0,240,0.0,13,0,30,0
1.470417468527577,3288.6963551692706,187.80939849877802,0.45349370139477996,0.02456623265852443,35.3288285698145,0.8280265505829634,-326.37918545786937,1846.0040117797807,5.65601022991116,344,0.1056236805600341,240,0.09041875385956483,13,0,30,0
1.6174592153803349,3216.862376160485,197.14476242541417,0.41095077680992326,0.05665109520760809,33.789253068981324,5.133848044867433,-369.9032416133098,1754.0733847507984,4.741978948604282,344,0.06995763626567723,240,0.0585693574339815,13,0,30,0
1.7792051369183683,3139.5341351085667,204.2172628789016,0.3853521812995538,0.0,32.282782842868706,0.0,-433.9299660419005,1646.2067729656724,3.7937153499251854,344,0.0,240,0.0,13,0,30,0
1.9571256506102053,3068.2835991306324,209.61043341429365,0.39237006831992066,0.0,31.50466091504735,0.0,-430.4313884274117,1517.393805601329,3.5252861347894555,344,0.0,240,0.0,13,0,30,0
2.152838215671226,2955.379317220472,208.58667740221944,0.3632489669400346,0.02629996070246738,28.19284489440144,2.6063211183862762,-724.9610364335757,1364.3287774720056,1.8819339370068502,344,0.04142959519733665,240,0.03313716373978177,13,0,30,0
2.3681220372383485,2779.9913106657573,206.34419856294727,0.33987499255025916,0.03787122258115086,27.70397103480146,4.124917165299651,-331.81933180366013,1223.9938555646331,3.68873582172385,344,0.06367815987677045,240,0.05305732655217048,14,0,30,0
2.6049342409621836,2692.044909473948,203.06880182524225,0.32887889692910927,0.016424456283302084,27.269649746983134,1.769741186091061,-487.92357130167665,1082.4859456567171,2.21855636686884,344,0.02951642143200886,240,0.0246388951301729,14,0,30,0
2.865427665058402,2562.8015381876185,195.36078714345595,0.3247973429503312,0.010997005699945238,26.244518061458713,1.1867530585126815,-681.0714525470515,909.946568113482,1.3360515474705186,344,0.02138719465073046,240,0.018009175869039874,15,0,30,0
3.1519704315642425,2357.9207091078997,168.3497585580464,0.29976878221709397,0.010228369282459229,24.218157842873108,1.1929410514394745,-590.6172537908517,708.6731844430512,1.1998856787445042,344,0.021406487246941414,240,0.018247837044581768,17,0,30,0
3.467167474720667,2167.6939291162416,145.07428966170045,0.28465875243748756,0.008294455805388293,22.303224762671476,1.0083056753383246,-507.3775918874833,552.0080403064193,1.0879629868022105,344,0.018791253211368538,240,0.01605218294098709,19,0,30,0
3.813884222192734,1988.2679841683257,123.80274463805807,0.2757748432695058,0.007025953659720245,19.847427732006768,0.8679262411221035,-468.33041657524774,424.12502052491226,0.9056106661326941,344,0.017325822912002645,240,0.014702840497548636,21,0,30,0
4.195272644412007,1809.9396637434168,104.05224256434897,0.26933540321958244,0.006320670612157081,17.376494284648494,0.7947019336144178,-382.4054472639112,322.8463949649088,0.8442515588490072,344,0.017171450659276496,240,0.014410580422322553,23,0,30,0
4.614799908853208,1648.8433989005252,87.22840276945135,0.266388323135358,0.00642211300953985,15.451355237364929,0.7622982475642803,-381.16850418576223,243.50578342506773,0.6388402524107694,344,0.019192417489129563,240,0.015797909984573442,25,0,30,0
5.0762798997385294,1468.6616224667941,70.17356257341187,0.26103822834012713,0.005614806243500073,13.139539885365208,0.724319141532048,-292.6443169573906,177.8896915538127,0.6078699678959208,344,0.0183294216417613,240,0.015256956661855076,28,0,30,0
