sma,Total_int,Sersic,Exponential
0.0,3470.132568060153,3184.649568060153,285.483
2.784089689026697,701.7636072598602,432.8701101398947,268.89349711996556
5.568179378053394,451.31499490588,198.04697967062978,253.26801523525023
8.35226906708009,348.04490861853105,109.49437382227643,238.55053479625462
11.136358756106787,291.38769672622095,66.69940515998775,224.68829156623318
13.920448445133484,254.84036054193962,43.20877308785337,211.63158745408623
16.70453813416018,228.56847695321898,29.234864613503202,199.33361233971578
19.488627823186878,208.18998157412886,20.439705320965984,187.7502762531629
22.272717512213575,191.5051456349844,14.665094329118197,176.84005130586618
25.05680720124027,177.30989407324688,10.746071265904613,166.56382280734226
27.84089689026697,164.8989038997974,8.014154866276872,156.88474903352054
30.624986579293665,153.83508511288534,6.06695596890311,147.76812914398224
33.40907626832036,143.833999245354,4.652720470785665,139.18127877456834
36.19316595734706,134.70224008718156,3.6088272278431406,131.09341285933843
38.977255646373756,126.30289961354106,2.827364351760212,123.47553526178085
41.76134533540045,118.53538881222458,2.235053992638558,116.30033481958603
44.54543502442715,111.32321902163984,1.7811315913501766,109.54208743028967
47.32952471345385,104.60637065542998,1.4298068286815961,103.17656382674839
50.11361440248054,98.33639441762264,1.1554517058124247,97.18094271181022
52.89770409150724,92.47318782912443,0.9394588883689874,91.53372894075544
55.68179378053394,86.98282545445812,0.7681489962776897,86.21467645818043
58.46588346956064,81.83606715523497,0.6313514421925002,81.20471571304248
61.24997315858733,77.00731172449683,0.5214264328591051,76.48588529163773
64.03406284761402,72.47384864655085,0.4325811231431115,72.04126752340774
66.81815253664072,68.2153129181899,0.36038508947817477,67.85492782871172
69.60224222566742,64.21328044909622,0.3014228579781335,63.911857591118086
72.38633191469413,60.450962293398305,0.2530419439941047,60.1979203494042
75.17042160372081,56.91296939177241,0.2131682754171853,56.699801116355225
77.95451129274751,53.58512833955436,0.1801696968916329,53.40495864266273
80.73860098177421,50.45433459748105,0.15275414269841467,50.30158045478264
83.5226906708009,47.5084335569608,0.12989305140421095,47.37854050555659
86.3067803598276,44.73612261129038,0.11076332552185694,44.62535928576852
89.0908700488543,42.12686928511914,0.09470303148853433,42.032166253630606
91.874959737881,39.67084180821721,0.08117736071409362,39.58966444750312
94.6590494269077,37.35884946533061,0.06975231035085186,37.28909715497976
97.44313911593439,35.18229073121894,0.06007421237661312,35.12221651884233
100.22722880496109,33.13310768969509,0.05185372236204355,33.08125396733304
103.01131849398779,31.203745592829076,0.04485323009673876,31.158892362732338
105.79540818301447,29.387116679544015,0.03887691115259355,29.34823976839142
108.57949787204117,27.676567568164636,0.033762827994407225,27.642804740170227
111.36358756106787,26.065849683750056,0.029376630052517325,26.036473053697538
114.14767725009457,24.549092291487256,0.025606507470416134,24.523485784016838
116.93176693912127,23.12077779151066,0.022359132480004738,23.098418659030653
119.71585662814796,21.77571899506518,0.019556382342809972,21.75616261272237
122.49994631717466,20.509038151899357,0.017132683463180236,20.491905468436176
125.28403600620136,19.31614753778178,0.015032851234598334,19.301114686547184
128.06812569522805,18.192731441743117,0.013210327073581817,18.179521114669534
130.85221538425475,17.134729417033096,0.011625734888292352,17.123103682144805
133.63630507328145,16.138320679318838,0.010245695380470864,16.128074983938365
136.42039476230815,15.199909551441824,0.00904184918208002,15.190867702259744
139.20448445133485,14.316111866930978,0.007990049704177138,14.308121817226802
141.98857414036155,13.483742255068941,0.007069694346966295,13.476672560721974
144.77266382938825,12.699802239113108,0.006263168859493532,12.693539070253614
147.55675351841492,11.961469086651059,0.005555384506229118,11.95591370214483
150.34084320744162,11.26608535730909,0.004933391572993559,11.261151965736095
153.12493289646832,10.611149098354419,0.004386055839968101,10.606763042514451
155.90902258549502,9.994304643309142,0.003903787130256415,9.990400856178885
158.69311227452172,9.413333972664086,0.00347831103716348,9.409855661626922
161.47720196354842,8.86614859925005,0.003102476542321043,8.863046122707729
164.26129165257512,8.350781943877932,0.0027700935385682984,8.348011850339363
167.0453813416018,7.865382169566123,0.002475795327843177,7.86290637423828
169.8294710306285,7.408205445087687,0.002214922023967707,7.4059905230637195
172.6135607196552,6.977609610735618,0.001983421491681239,6.975626189243936
