sma,Total_int,Sersic,Exponential
0.0,4189.860335159634,4055.3883351596337,134.472
1.1862745098039218,893.2904840267283,760.9687056228996,132.32177840382866
2.3725490196078436,612.8670445663556,482.6611054864584,130.2059390798972
3.5588235294117654,477.98794665713376,349.8640144051216,128.12393225201214
4.745098039215687,396.54410111744767,270.46888418248795,126.07521693495973
5.931372549019609,341.52345795553913,217.4641971616016,124.05926079393753
7.117647058823531,301.6937812389663,179.6182412327331,122.0755400062332
8.303921568627452,271.45309410916985,151.3295549840545,120.12353912511534
9.490196078431374,247.66787453518157,129.4651235892809,118.20275094590068
10.676470588235297,228.43961915182268,112.12694277765989,116.31267637416278
11.862745098039218,212.5479658670559,98.09514157100763,114.45282429604828
13.049019607843139,199.17172046432518,86.5490090136586,112.62271145066659
14.235294117647062,187.73771447633334,76.91585217181314,110.82186230452021
15.421568627450984,177.83373522152664,68.78392629358375,109.04980892794288
16.607843137254903,169.15581922009204,61.84972834657849,107.30609087351355
17.794117647058826,161.47501528427517,55.88476022786073,105.59025505641443
18.98039215686275,154.61569223386897,50.71383659716675,103.90185563670222
20.16666666666667,148.44095988277735,46.200505979315636,102.24045390346173
21.352941176470594,142.842619260736,42.23700109992391,100.60561816081209
22.539215686274513,137.73407997915638,38.73715636342093,98.99692361573544
23.725490196078436,133.04527041977695,35.631318152077384,97.41395226769959
24.91176470588236,128.7189161236564,32.86262332361116,95.85629280004527
26.098039215686278,124.70777610144674,30.384235628336295,94.32354047311044
27.2843137254902,120.97256167828156,28.15726465921824,92.81529701906332
28.470588235294123,117.48034940269997,26.149178864282785,91.33117053841718
29.656862745098046,114.20335675117573,24.332581352975925,89.87077539819981
30.84313725490197,111.1179877341498,22.68425560239858,88.43373213175123
32.02941176470589,108.20408170488659,21.184414364762787,87.0196673401238
33.21568627450981,105.44431684050343,19.81610324544462,85.62821359505881
34.40196078431373,102.82373254988383,18.564723206369344,84.25900934351449
35.58823529411765,100.32934418195526,17.417645368234545,82.91169881372072
36.774509803921575,97.94982999244765,16.363898069711784,81.58593192273587
37.9607843137255,95.6752751367927,15.393910951310923,80.28136418548178
39.14705882352942,93.49696100740266,14.499304382169246,78.99765662523342
40.33333333333334,91.4071908808604,13.672715195320793,77.7344756855396
41.519607843137265,89.39914483272781,12.907651689175403,76.4914931435524
42.70588235294119,87.46675838991204,12.198372365169936,75.26838602474211
43.892156862745104,85.60462054782393,11.539784028847771,74.06483651897615
45.078431372549026,83.80788767202394,10.927355774084143,72.88053189793979
46.26470588235295,82.0722104972622,10.35704606338485,71.71516443387735
47.45098039215687,80.3936719789355,9.825240659302775,70.56843131963272
48.637254901960794,78.76873417867296,9.328699588704465,69.44003458996849
49.82352941176472,77.19419270365007,8.864511659506993,68.32968104414309
51.00980392156864,75.66713748834557,8.430055318619582,67.237082169726
52.196078431372555,74.18491892297394,8.022964855342737,66.1619540676312
53.38235294117648,72.7451185063227,7.641101127973396,65.1040173783493
54.5686274509804,71.34552334108619,7.282526131727033,64.06299720935915
55.75490196078432,69.98410390388221,6.945480840181839,63.03862306370038
56.941176470588246,68.65899461529905,6.628365845611352,62.030628769687695
58.12745098039217,67.36847681171912,6.329724399969666,61.038752411749456
59.31372549019609,66.11096378357419,6.048227521202283,60.06273626237191
60.500000000000014,64.88498759669416,5.782660881562543,59.10232671513162
